"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-01-29","2024","01","29","","4.3","","-0.5","","1.9","","16.1","","0.0","","","","","","0.0","","","","32","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-01-30","2024","01","30","","2.6","","0.6","","1.6","","16.4","","0.0","","","","","","0.0","","","","22","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-01-31","2024","01","31","","5.2","","1.3","","3.3","","14.7","","0.0","","","","","","0.0","","","","21","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-01","2024","02","01","","4.7","","2.8","","3.8","","14.2","","0.0","","","","","","0.0","","","","21","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-02","2024","02","02","","5.3","","-1.3","","2.0","","16.0","","0.0","","","","","","0.0","","","","33","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-03","2024","02","03","","1.6","","-3.9","","-1.2","","19.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-04","2024","02","04","","2.8","","-3.7","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-05","2024","02","05","","3.1","","-0.5","","1.3","","16.7","","0.0","","","","","","0.0","","","","3","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-06","2024","02","06","","2.7","","-2.8","","-0.1","","18.1","","0.0","","","","","","0.0","","","","5","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-07","2024","02","07","","4.4","","-0.8","","1.8","","16.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-08","2024","02","08","","5.7","","1.2","","3.5","","14.5","","0.0","","","","","","0.0","","","","6","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-09","2024","02","09","","10.5","","4.0","","7.3","","10.7","","0.0","","","","","","0.2","","","","22","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-10","2024","02","10","","9.8","","3.2","","6.5","","11.5","","0.0","","","","","","0.0","","","","32","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-11","2024","02","11","","3.6","","1.7","","2.7","","15.3","","0.0","","","","","","0.0","","","","32","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-12","2024","02","12","","4.1","","-0.8","","1.7","","16.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-13","2024","02","13","","5.4","","-5.5","","-0.1","","18.1","","0.0","","","","","","0.0","","","","32","","65",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-14","2024","02","14","","0.7","","-7.3","","-3.3","","21.3","","0.0","","","","","","0.0","","","","32","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-15","2024","02","15","","1.8","","-5.8","","-2.0","","20.0","","0.0","","","","","","2.5","","","","29","","71",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-16","2024","02","16","","-0.1","","-3.5","","-1.8","","19.8","","0.0","","","","","","0.0","","","","28","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-17","2024","02","17","","-3.3","","-6.9","","-5.1","","23.1","","0.0","","","","","","0.0","","","","24","","72",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-18","2024","02","18","","0.5","","-5.3","","-2.4","","20.4","","0.0","","","","","","0.0","","","","23","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-19","2024","02","19","","-1.1","","-8.9","","-5.0","","23.0","","0.0","","","","","","0.0","","","","32","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-20","2024","02","20","","3.3","","-5.3","","-1.0","","19.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-21","2024","02","21","","7.1","","-0.7","","3.2","","14.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-22","2024","02","22","","8.6","","-0.6","","4.0","","14.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-23","2024","02","23","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-24","2024","02","24","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-25","2024","02","25","","4.3","","-4.0","","0.2","","17.8","","0.0","","","","","","0.0","","","","21","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-26","2024","02","26","","7.1","","-0.2","","3.5","","14.5","","0.0","","","","","","0.0","","","","5","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-27","2024","02","27","","12.5","","3.1","","7.8","","10.2","","0.0","","","","","","18.5","","","","32","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-28","2024","02","28","","11.2","","-4.6","","3.3","","14.7","","0.0","","","","","","7.5","","","","30","","80",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-02-29","2024","02","29","","-1.7","","-6.0","","-3.9","","21.9","","0.0","","","","","","0.0","","","","28","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-01","2024","03","01","","7.8","","-3.0","","2.4","","15.6","","0.0","","","","","","0.0","","","","5","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-02","2024","03","02","","5.3","","3.8","","4.6","","13.4","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-03","2024","03","03","","6.8","","4.1","","5.5","","12.5","","0.0","","","","","","0.0","","","","5","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-04","2024","03","04","","11.4","","3.2","","7.3","","10.7","","0.0","","","","","","0.0","","","","5","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-05","2024","03","05","","12.1","","2.7","","7.4","","10.6","","0.0","","","","","","2.2","","","","32","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-06","2024","03","06","","8.7","","4.2","","6.5","","11.5","","0.0","","","","","","0.4","","","","3","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-07","2024","03","07","","7.6","","3.0","","5.3","","12.7","","0.0","","","","","","0.0","","","","5","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-08","2024","03","08","","7.4","","3.5","","5.5","","12.5","","0.0","","","","","","0.2","","","","6","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-09","2024","03","09","","8.0","","3.7","","5.9","","12.1","","0.0","","","","","","12.7","","","","22","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-10","2024","03","10","","4.4","","-1.1","","1.7","","16.3","","0.0","","","","","","0.0","","","","30","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-11","2024","03","11","","8.9","","-0.4","","4.3","","13.7","","0.0","","","","","","0.0","","","","32","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-12","2024","03","12","","11.9","","-0.5","","5.7","","12.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-13","2024","03","13","","20.7","","3.2","","12.0","","6.0","","0.0","","","","","","0.0","","","","30","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-14","2024","03","14","","8.1","","2.4","","5.3","","12.7","","0.0","","","","","","16.4","","","","6","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-15","2024","03","15","","10.8","","1.7","","6.3","","11.7","","0.0","","","","","","0.0","","","","32","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-16","2024","03","16","","8.3","","1.1","","4.7","","13.3","","0.0","","","","","","2.2","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-17","2024","03","17","","6.7","","-0.1","","3.3","","14.7","","0.0","","","","","","1.0","","","","30","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-18","2024","03","18","","2.6","","-1.3","","0.7","","17.3","","0.0","","","","","","0.0","","","","30","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-19","2024","03","19","","2.3","","-1.0","","0.7","","17.3","","0.0","","","","","","0.2","","","","24","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-20","2024","03","20","","2.1","","-4.4","","-1.2","","19.2","","0.0","","","","","","0.0","","","","29","","76",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-21","2024","03","21","","0.6","","-5.8","","-2.6","","20.6","","0.0","","","","","","0.0","","","","30","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-22","2024","03","22","","-1.6","","-5.3","","-3.5","","21.5","","0.0","","","","","","2.0","","","","5","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-23","2024","03","23","","3.4","","-5.8","","-1.2","","19.2","","0.0","","","","","","0.0","","","","33","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-24","2024","03","24","","0.7","","-5.2","","-2.3","","20.3","","0.0","","","","","","0.0","","","","9","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-25","2024","03","25","","6.8","","0.6","","3.7","","14.3","","0.0","","","","","","0.0","","","","5","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-26","2024","03","26","","7.2","","4.8","","6.0","","12.0","","0.0","","","","","","4.5","","","","5","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-27","2024","03","27","","8.6","","3.4","","6.0","","12.0","","0.0","","","","","","0.4","","","","21","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-28","2024","03","28","","7.5","","1.5","","4.5","","13.5","","0.0","","","","","","0.0","","","","30","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-29","2024","03","29","","7.6","","0.6","","4.1","","13.9","","0.0","","","","","","0.0","","","","31","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-30","2024","03","30","","6.7","","-1.1","","2.8","","15.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-03-31","2024","03","31","","7.2","","1.7","","4.5","","13.5","","0.0","","","","","","0.0","","","","33","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-01","2024","04","01","","8.9","","3.0","","6.0","","12.0","","0.0","","","","","","0.0","","","","5","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-02","2024","04","02","","7.1","","4.8","","6.0","","12.0","","0.0","","","","","","7.7","","","","6","","84",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-03","2024","04","03","","5.6","","1.6","","3.6","","14.4","","0.0","","","","","","52.5","","","","6","","87",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-04","2024","04","04","","3.8","","1.3","","2.6","","15.4","","0.0","","","","","","2.1","","","","6","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-05","2024","04","05","","6.8","","1.3","","4.1","","13.9","","0.0","","","","","","0.0","","","","31","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-06","2024","04","06","","13.0","","4.4","","8.7","","9.3","","0.0","","","","","","0.0","","","","32","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-07","2024","04","07","","11.0","","4.3","","7.7","","10.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-08","2024","04","08","","10.5","","4.1","","7.3","","10.7","","0.0","","","","","","0.0","","","","6","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-09","2024","04","09","","13.3","","3.4","","8.4","","9.6","","0.0","","","","","","0.0","","","","6","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-10","2024","04","10","","14.7","","6.9","","10.8","","7.2","","0.0","","","","","","0.0","","","","33","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-11","2024","04","11","","12.6","","7.3","","10.0","","8.0","","0.0","","","","","","23.0","","","","7","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-12","2024","04","12","","11.5","","5.4","","8.5","","9.5","","0.0","","","","","","12.4","","","","30","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-13","2024","04","13","","12.0","","4.7","","8.4","","9.6","","0.0","","","","","","0.2","","","","29","","80",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-14","2024","04","14","","13.1","","6.1","","9.6","","8.4","","0.0","","","","","","6.0","","","","6","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-15","2024","04","15","","17.3","","6.6","","12.0","","6.0","","0.0","","","","","","0.0","","","","29","","63",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-16","2024","04","16","","12.9","","8.1","","10.5","","7.5","","0.0","","","","","","0.0","","","","32","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-17","2024","04","17","","9.6","","5.1","","7.4","","10.6","","0.0","","","","","","15.6","","","","6","","80",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-18","2024","04","18","","13.3","","6.3","","9.8","","8.2","","0.0","","","","","","0.0","","","","28","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-19","2024","04","19","","15.3","","6.2","","10.8","","7.2","","0.0","","","","","","1.3","","","","30","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-20","2024","04","20","","8.0","","3.8","","5.9","","12.1","","0.0","","","","","","0.2","","","","30","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-21","2024","04","21","","10.0","","4.4","","7.2","","10.8","","0.0","","","","","","0.0","","","","31","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-22","2024","04","22","","11.4","","2.3","","6.9","","11.1","","0.0","","","","","","0.0","","","","31","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-23","2024","04","23","","12.6","","6.1","","9.4","","8.6","","0.0","","","","","","1.2","","","","22","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-24","2024","04","24","","10.0","","3.6","","6.8","","11.2","","0.0","","","","","","0.0","","","","33","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-25","2024","04","25","","6.4","","1.7","","4.1","","13.9","","0.0","","","","","","0.0","","","","5","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-26","2024","04","26","","9.6","","2.3","","6.0","","12.0","","0.0","","","","","","0.0","","","","5","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-27","2024","04","27","","11.1","","7.2","","9.2","","8.8","","0.0","","","","","","4.1","","","","5","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-28","2024","04","28","","19.5","","9.5","","14.5","","3.5","","0.0","","","","","","4.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-29","2024","04","29","","13.3","","7.4","","10.4","","7.6","","0.0","","","","","","7.8","","","","32","","72",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-04-30","2024","04","30","","11.8","","7.0","","9.4","","8.6","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-01","2024","05","01","","15.1","","6.8","","11.0","","7.0","","0.0","","","","","","0.2","","","","6","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-02","2024","05","02","","17.7","","8.6","","13.2","","4.8","","0.0","","","","","","0.0","","","","32","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-03","2024","05","03","","15.6","","10.6","","13.1","","4.9","","0.0","","","","","","3.2","","","","5","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-04","2024","05","04","","17.3","","9.1","","13.2","","4.8","","0.0","","","","","","0.0","","","","5","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-05","2024","05","05","","14.5","","7.5","","11.0","","7.0","","0.0","","","","","","2.9","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-06","2024","05","06","","19.3","","8.3","","13.8","","4.2","","0.0","","","","","","0.0","","","","33","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-07","2024","05","07","","17.3","","7.1","","12.2","","5.8","","0.0","","","","","","4.5","","","","5","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-08","2024","05","08","","21.6","","9.9","","15.8","","2.2","","0.0","","","","","","0.7","","","","29","","68",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-09","2024","05","09","","14.5","","9.2","","11.9","","6.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-10","2024","05","10","","14.6","","9.4","","12.0","","6.0","","0.0","","","","","","0.0","","","","6","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-11","2024","05","11","","13.2","","8.2","","10.7","","7.3","","0.0","","","","","","1.7","","","","5","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-12","2024","05","12","","17.5","","10.2","","13.9","","4.1","","0.0","","","","","","0.0","","","","31","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-13","2024","05","13","","21.3","","9.5","","15.4","","2.6","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-14","2024","05","14","","21.6","","11.3","","16.5","","1.5","","0.0","","","","","","0.0","","","","4","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-15","2024","05","15","","18.9","","11.8","","15.4","","2.6","","0.0","","","","","","0.0","","","","6","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-16","2024","05","16","","18.9","","11.2","","15.1","","2.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-17","2024","05","17","","17.0","","13.8","","15.4","","2.6","","0.0","","","","","","7.0","","","","6","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-18","2024","05","18","","18.3","","12.0","","15.2","","2.8","","0.0","","","","","","0.2","","","","6","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-19","2024","05","19","","19.4","","11.6","","15.5","","2.5","","0.0","","","","","","0.0","","","","5","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-20","2024","05","20","","23.6","","13.4","","18.5","","0.0","","0.5","","","","","","0.0","","","","6","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-21","2024","05","21","","27.9","","16.5","","22.2","","0.0","","4.2","","","","","","0.0","","","","31","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-22","2024","05","22","","24.9","","17.1","","21.0","","0.0","","3.0","","","","","","0.0","","","","20","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-23","2024","05","23","","24.6","","14.8","","19.7","","0.0","","1.7","","","","","","0.2","","","","32","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-24","2024","05","24","","26.7","","13.9","","20.3","","0.0","","2.3","","","","","","0.0","","","","29","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-25","2024","05","25","","17.1","","12.8","","15.0","","3.0","","0.0","","","","","","7.4","","","","5","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-26","2024","05","26","","20.3","","11.7","","16.0","","2.0","","0.0","","","","","","3.3","","","","6","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-27","2024","05","27","","21.2","","15.1","","18.2","","0.0","","0.2","","","","","","23.1","","","","24","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-28","2024","05","28","","20.1","","13.7","","16.9","","1.1","","0.0","","","","","","12.1","","","","31","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-29","2024","05","29","","19.5","","13.3","","16.4","","1.6","","0.0","","","","","","0.0","","","","31","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-30","2024","05","30","","19.1","","10.3","","14.7","","3.3","","0.0","","","","","","0.0","","","","32","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-05-31","2024","05","31","","19.6","","8.9","","14.3","","3.7","","0.0","","","","","","0.0","","","","19","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-06-01","2024","06","01","","23.3","","11.8","","17.6","","0.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-06-02","2024","06","02","","17.7","","14.2","","16.0","","2.0","","0.0","","","","","","3.0","","","","5","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2024-06-03","2024","06","03","","19.3","","14.6","","17.0","","1.0","","0.0","","","","","","0.2","","","","6","","32",""
