"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-23","2021","02","23","","5.0","","0.3","","2.7","","15.3","","0.0","","","","","","0.0","","","","28","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-24","2021","02","24","","7.5","","0.3","","3.9","","14.1","","0.0","","","","","","0.0","","","","27","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-25","2021","02","25","","2.4","","-2.3","","0.1","","17.9","","0.0","","","","","","0.0","","","","27","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-26","2021","02","26","","2.3","","-3.4","","-0.6","","18.6","","0.0","","","","","","0.0","","","","29","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-27","2021","02","27","","6.4","","-0.3","","3.1","","14.9","","0.0","","","","","","6.1","","","","26","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-02-28","2021","02","28","","6.0","","-1.5","","2.3","","15.7","","0.0","","","","","","1.2","","","","6","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-01","2021","03","01","","6.5","","-9.4","","-1.5","","19.5","","0.0","","","","","","0.0","","","","29","","85",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-02","2021","03","02","","1.3","","-12.5","","-5.6","","23.6","","0.0","","","","","","0.0","","","","24","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-03","2021","03","03","","8.2","","-0.8","","3.7","","14.3","","0.0","","","","","","0.0","","","","25","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-04","2021","03","04","","1.9","","-7.3","","-2.7","","20.7","","0.0","","","","","","0.0","","","","32","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-05","2021","03","05","","2.3","","-9.1","","-3.4","","21.4","","0.0","","","","","","0.0","","","","28","","65",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-06","2021","03","06","","-0.3","","-6.5","","-3.4","","21.4","","0.0","","","","","","0.0","","","","30","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-07","2021","03","07","","-0.8","","-7.6","","-4.2","","22.2","","0.0","","","","","","0.0","","","","5","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-08","2021","03","08","","6.6","","-7.6","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-09","2021","03","09","","9.3","","0.3","","4.8","","13.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-10","2021","03","10","","10.9","","2.4","","6.7","","11.3","","0.0","","","","","","0.0","","","","6","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-11","2021","03","11","","14.2","","6.3","","10.3","","7.7","","0.0","","","","","","1.0","","","","28","","78",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-12","2021","03","12","","12.4","","-3.6","","4.4","","13.6","","0.0","","","","","","0.0","","","","30","","74",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-13","2021","03","13","","6.1","","-5.2","","0.5","","17.5","","0.0","","","","","","0.0","","","","24","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-14","2021","03","14","","4.1","","-4.7","","-0.3","","18.3","","0.0","","","","","","0.0","","","","29","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-15","2021","03","15","","-0.9","","-7.6","","-4.3","","22.3","","0.0","","","","","","0.0","","","","36","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-16","2021","03","16","","3.3","","-1.2","","1.1","","16.9","","0.0","","","","","","0.0","","","","7","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-17","2021","03","17","","6.3","","1.7","","4.0","","14.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-18","2021","03","18","","8.1","","-1.0","","3.6","","14.4","","0.0","","","","","","0.0","","","","5","","48",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-19","2021","03","19","","2.4","","-4.2","","-0.9","","18.9","","0.0","","","","","","0.0","","","","1","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-20","2021","03","20","","10.3","","-0.6","","4.9","","13.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-21","2021","03","21","","8.7","","-1.0","","3.9","","14.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-22","2021","03","22","","9.8","","0.1","","5.0","","13.0","","0.0","","","","","","0.0","","","","7","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-23","2021","03","23","","11.5","","1.5","","6.5","","11.5","","0.0","","","","","","0.0","","","","7","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-24","2021","03","24","","10.8","","4.2","","7.5","","10.5","","0.0","","","","","","0.2","","","","7","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-25","2021","03","25","","18.1","","3.3","","10.7","","7.3","","0.0","","","","","","1.2","","","","19","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-26","2021","03","26","","10.9","","4.2","","7.6","","10.4","","0.0","","","","","","25.6","","","","6","","67",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-27","2021","03","27","","6.8","","3.5","","5.2","","12.8","","0.0","","","","","","0.0","","","","6","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-28","2021","03","28","","9.7","","3.0","","6.4","","11.6","","0.0","","","","","","9.1","","","","28","","74",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-29","2021","03","29","","6.7","","0.6","","3.7","","14.3","","0.0","","","","","","0.0","","","","28","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-30","2021","03","30","","13.6","","1.8","","7.7","","10.3","","0.0","","","","","","0.0","","","","18","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-03-31","2021","03","31","","13.2","","1.3","","7.3","","10.7","","0.0","","","","","","0.0","","","","32","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-01","2021","04","01","","3.2","","-1.6","","0.8","","17.2","","0.0","","","","","","0.0","","","","31","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-02","2021","04","02","","5.0","","-3.5","","0.8","","17.2","","0.0","","","","","","0.0","","","","29","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-03","2021","04","03","","7.8","","-3.1","","2.4","","15.6","","0.0","","","","","","0.0","","","","25","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-04","2021","04","04","","11.3","","0.4","","5.9","","12.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-05","2021","04","05","","11.1","","3.7","","7.4","","10.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-06","2021","04","06","","11.0","","4.7","","7.9","","10.1","","0.0","","","","","","0.0","","","","7","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-07","2021","04","07","","13.7","","7.6","","10.7","","7.3","","0.0","","","","","","0.0","","","","7","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-08","2021","04","08","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-09","2021","04","09","","13.0","","8.2","","10.6","","7.4","","0.0","","","","","","0.8","","","","8","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-10","2021","04","10","","18.0","","8.3","","13.2","","4.8","","0.0","","","","","","0.0","","","","6","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-11","2021","04","11","","14.0","","8.5","","11.3","","6.7","","0.0","","","","","","12.6","","","","6","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-12","2021","04","12","","9.5","","6.2","","7.9","","10.1","","0.0","","","","","","6.8","","","","6","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-13","2021","04","13","","12.2","","5.3","","8.8","","9.2","","0.0","","","","","","0.0","","","","6","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-14","2021","04","14","","14.7","","4.5","","9.6","","8.4","","0.0","","","","","","1.0","","","","29","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-15","2021","04","15","","7.9","","5.1","","6.5","","11.5","","0.0","","","","","","1.5","","","","31","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-16","2021","04","16","","10.5","","5.4","","8.0","","10.0","","0.0","","","","","","0.4","","","","30","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-17","2021","04","17","","9.5","","3.9","","6.7","","11.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-18","2021","04","18","","13.2","","4.5","","8.9","","9.1","","0.0","","","","","","0.8","","","","18","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-19","2021","04","19","","15.8","","2.5","","9.2","","8.8","","0.0","","","","","","0.7","","","","28","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-20","2021","04","20","","6.8","","-0.3","","3.3","","14.7","","0.0","","","","","","1.0","","","","26","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-21","2021","04","21","","4.1","","-1.3","","1.4","","16.6","","0.0","","","","","","2.9","","","","32","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-22","2021","04","22","","5.8","","-0.9","","2.5","","15.5","","0.0","","","","","","0.0","","","","27","","59",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-23","2021","04","23","","19.5","","1.3","","10.4","","7.6","","0.0","","","","","","0.0","","","","28","","58",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-24","2021","04","24","","16.6","","6.5","","11.6","","6.4","","0.0","","","","","","0.0","","","","27","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-25","2021","04","25","","11.7","","1.8","","6.8","","11.2","","0.0","","","","","","0.7","","","","30","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-26","2021","04","26","","6.9","","0.5","","3.7","","14.3","","0.0","","","","","","1.0","","","","29","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-27","2021","04","27","","10.8","","5.2","","8.0","","10.0","","0.0","","","","","","4.5","","","","7","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-28","2021","04","28","","12.1","","7.4","","9.8","","8.2","","0.0","","","","","","6.5","","","","7","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-29","2021","04","29","","10.1","","6.8","","8.5","","9.5","","0.0","","","","","","9.8","","","","28","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-04-30","2021","04","30","","10.8","","5.0","","7.9","","10.1","","0.0","","","","","","0.0","","","","29","","72",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-01","2021","05","01","","10.8","","2.3","","6.6","","11.4","","0.0","","","","","","0.0","","","","31","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-02","2021","05","02","","16.3","","6.2","","11.3","","6.7","","0.0","","","","","","0.0","","","","6","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-03","2021","05","03","","12.9","","6.9","","9.9","","8.1","","0.0","","","","","","3.5","","","","6","","55",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-04","2021","05","04","","10.2","","6.1","","8.2","","9.8","","0.0","","","","","","2.6","","","","7","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-05","2021","05","05","","12.9","","6.2","","9.6","","8.4","","0.0","","","","","","0.2","","","","29","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-06","2021","05","06","","12.6","","4.7","","8.7","","9.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-07","2021","05","07","","9.3","","4.1","","6.7","","11.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-08","2021","05","08","","12.9","","3.8","","8.4","","9.6","","0.0","","","","","","0.0","","","","28","","39",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-09","2021","05","09","","11.0","","4.2","","7.6","","10.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-10","2021","05","10","","14.7","","3.7","","9.2","","8.8","","0.0","","","","","","0.0","","","","29","","50",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-11","2021","05","11","","12.0","","3.5","","7.8","","10.2","","0.0","","","","","","0.0","","","","30","","55",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-12","2021","05","12","","18.5","","6.1","","12.3","","5.7","","0.0","","","","","","0.0","","","","31","","45",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-13","2021","05","13","","17.1","","8.7","","12.9","","5.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-14","2021","05","14","","19.6","","6.9","","13.3","","4.7","","0.0","","","","","","0.0","","","","17","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-15","2021","05","15","","21.0","","8.1","","14.6","","3.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-16","2021","05","16","","18.7","","9.2","","14.0","","4.0","","0.0","","","","","","0.0","","","","12","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-17","2021","05","17","","22.4","","8.6","","15.5","","2.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-18","2021","05","18","","22.9","","10.8","","16.9","","1.1","","0.0","","","","","","0.0","","","","18","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-19","2021","05","19","","26.0","","12.7","","19.4","","0.0","","1.4","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-20","2021","05","20","","26.1","","15.4","","20.8","","0.0","","2.8","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-21","2021","05","21","","28.7","","15.5","","22.1","","0.0","","4.1","","","","","","0.0","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-22","2021","05","22","","28.0","","15.3","","21.7","","0.0","","3.7","","","","","","0.0","","","","29","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-23","2021","05","23","","26.2","","14.4","","20.3","","0.0","","2.3","","","","","","0.0","","","","30","","42",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-24","2021","05","24","","16.5","","12.5","","14.5","","3.5","","0.0","","","","","","0.0","","","","6","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-25","2021","05","25","","24.5","","12.4","","18.5","","0.0","","0.5","","","","","","0.0","","","","18","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-26","2021","05","26","","23.9","","11.5","","17.7","","0.3","","0.0","","","","","","2.8","","","","30","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-27","2021","05","27","","17.7","","9.4","","13.6","","4.4","","0.0","","","","","","0.0","","","","33","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-28","2021","05","28","","11.4","","3.1","","7.3","","10.7","","0.0","","","","","","16.8","","","","6","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-29","2021","05","29","","14.4","","7.3","","10.9","","7.1","","0.0","","","","","","0.0","","","","5","","46",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-30","2021","05","30","","17.0","","7.8","","12.4","","5.6","","0.0","","","","","","0.0","","","","7","","32",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-05-31","2021","05","31","","20.7","","7.0","","13.9","","4.1","","0.0","","","","","","0.0","","","","16","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-06-01","2021","06","01","","23.1","","11.8","","17.5","","0.5","","0.0","","","","","","0.0","","","","24","","37",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-06-02","2021","06","02","","21.6","","11.5","","16.6","","1.4","","0.0","","","","","","5.5","","","","","M","","M"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2021-06-03","2021","06","03","","19.1","","13.2","","16.2","","1.8","","0.0","","","","","","2.9","","","","","M","","M"
