"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-20","2022","12","20","","1.2","","-1.1","","0.1","","17.9","","0.0","","","","","","0.0","","","","23","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-21","2022","12","21","","1.4","","-2.5","","-0.6","","18.6","","0.0","","","","","","0.0","","","","5","","41",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-22","2022","12","22","","4.9","","0.7","","2.8","","15.2","","0.0","","","","","","9.6","","","","6","","61",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-23","2022","12","23","","4.2","","-12.7","","-4.3","","22.3","","0.0","","","","","","11.5","","","","25","","93",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-24","2022","12","24","","-7.7","","-13.1","","-10.4","","28.4","","0.0","","","","","","0.0","","","","25","","94",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-25","2022","12","25","","-3.9","","-8.0","","-6.0","","24.0","","0.0","","","","","","0.0","","","","24","","68",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-26","2022","12","26","","-3.9","","-7.4","","-5.7","","23.7","","0.0","","","","","","0.0","","","","27","","54",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-27","2022","12","27","","0.4","","-5.7","","-2.7","","20.7","","0.0","","","","","","0.0","","","","22","","55",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-28","2022","12","28","","3.7","","0.1","","1.9","","16.1","","0.0","","","","","","0.0","","","","21","","52",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-29","2022","12","29","","8.0","","1.8","","4.9","","13.1","","0.0","","","","","","0.0","","","","22","","33",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-30","2022","12","30","","10.3","","4.3","","7.3","","10.7","","0.0","","","","","","8.6","","","","29","","35",""
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2022-12-31","2022","12","31","","8.6","","3.8","","6.2","","11.8","","0.0","","","","","","23.9","","","","32","","46",""
